150	-219	322	52	15
150	-219	280	122	40
75	-219	280	57	74
0	-150	280	9	193
0	-75	280	41	259
0	0	280	70	319
0	0	260	85	314
0	0	0	221	249
-91	0	0	190	250
0	177	0	242	324
0	177	260	137	421
265	8.370000e+01	195	312	345
3.049000e+02	1.697000e+02	0	378	321
4.717000e+02	-1.525000e+02	280	631	38
4.717000e+02	-7.750000e+01	280	565	222
4.717000e+02	-7.750000e+01	322	610	248
4.717000e+02	-2.500000e+00	280	519	345
4.717000e+02	-2.500000e+00	322	543	396
4.717000e+02	7.250000e+01	280	486	431
