   62.0000         0         0  226.0632  276.5920
   63.0000         0         0  226.1954  277.0115
   64.0000         0         0  226.3276  277.4310
   65.0000         0         0  226.4598  277.8506
   66.0000         0         0  226.5920  278.2701
   67.0000         0         0  226.7241  278.6897
   68.0000         0         0  226.8563  279.1092
   69.0000         0         0  226.9885  279.5287
   70.0000         0         0  227.1207  279.9483
   71.0000         0         0  227.2529  280.3678
   72.0000         0         0  227.3851  280.7874
   73.0000         0         0  227.5172  281.2069
   74.0000         0         0  227.6494  281.6264
   75.0000         0         0  227.7816  282.0460
   76.0000         0         0  227.9138  282.4655
   77.0000         0         0  228.0460  282.8851
   78.0000         0         0  228.1782  283.3046
   79.0000         0         0  228.3103  283.7241
   80.0000         0         0  228.4425  284.1437
   81.0000         0         0  228.5747  284.5632
   82.0000         0         0  228.7069  284.9828
   83.0000         0         0  228.8391  285.4023
   84.0000         0         0  228.9713  285.8218
   85.0000         0         0  229.1034  286.2414
   86.0000         0         0  229.2356  286.6609
   87.0000         0         0  229.3678  287.0805
   88.0000         0         0  229.5000  287.5000
   89.0000         0         0  229.6322  287.9195
   90.0000         0         0  229.7644  288.3391
   91.0000         0         0  229.8966  288.7586
   92.0000         0         0  230.0287  289.1782
   93.0000         0         0  230.1609  289.5977
   94.0000         0         0  230.2931  290.0172
   95.0000         0         0  230.4253  290.4368
   96.0000         0         0  230.5575  290.8563
   97.0000         0         0  230.6897  291.2759
   98.0000         0         0  230.8218  291.6954
   99.0000         0         0  230.9540  292.1149
  100.0000         0         0  231.0862  292.5345
  101.0000         0         0  231.2184  292.9540
  102.0000         0         0  231.3506  293.3736
  103.0000         0         0  231.4828  293.7931
  104.0000         0         0  231.6149  294.2126
  105.0000         0         0  231.7471  294.6322
  106.0000         0         0  231.8793  295.0517
  107.0000         0         0  232.0115  295.4713
  108.0000         0         0  232.1437  295.8908
  109.0000         0         0  232.2759  296.3103
  110.0000         0         0  232.4080  296.7299
  111.0000         0         0  232.5402  297.1494
  112.0000         0         0  232.6724  297.5690
  113.0000         0         0  232.8046  297.9885
  114.0000         0         0  232.9368  298.4080
  115.0000         0         0  233.0690  298.8276
  116.0000         0         0  233.2011  299.2471
  117.0000         0         0  233.3333  299.6667
  118.0000         0         0  233.4655  300.0862
  119.0000         0         0  233.5977  300.5057
  120.0000         0         0  233.7299  300.9253
  121.0000         0         0  233.8621  301.3448
  122.0000         0         0  233.9943  301.7644
  123.0000         0         0  234.1264  302.1839
  124.0000         0         0  234.2586  302.6034
  125.0000         0         0  234.3908  303.0230
  126.0000         0         0  234.5230  303.4425
  127.0000         0         0  234.6552  303.8621
  128.0000         0         0  234.7874  304.2816
  129.0000         0         0  234.9195  304.7011
  130.0000         0         0  235.0517  305.1207
  131.0000         0         0  235.1839  305.5402
  132.0000         0         0  235.3161  305.9598
  133.0000         0         0  235.4483  306.3793
  134.0000         0         0  235.5805  306.7989
  135.0000         0         0  235.7126  307.2184
  136.0000         0         0  235.8448  307.6379
  137.0000         0         0  235.9770  308.0575
  138.0000         0         0  236.1092  308.4770
  139.0000         0         0  236.2414  308.8966
  140.0000         0         0  236.3736  309.3161
  141.0000         0         0  236.5057  309.7356
  142.0000         0         0  236.6379  310.1552
  143.0000         0         0  236.7701  310.5747
  144.0000         0         0  236.9023  310.9943
  145.0000         0         0  237.0345  311.4138
  146.0000         0         0  237.1667  311.8333
  147.0000         0         0  237.2989  312.2529
  148.0000         0         0  237.4310  312.6724
  149.0000         0         0  237.5632  313.0920
  150.0000         0         0  237.6954  313.5115
  151.0000         0         0  237.8276  313.9310
  152.0000         0         0  237.9598  314.3506
  153.0000         0         0  238.0920  314.7701
  154.0000         0         0  238.2241  315.1897
  155.0000         0         0  238.3563  315.6092
  156.0000         0         0  238.4885  316.0287
  157.0000         0         0  238.6207  316.4483
  158.0000         0         0  238.7529  316.8678
  159.0000         0         0  238.8851  317.2874
  160.0000         0         0  239.0172  317.7069
  161.0000         0         0  239.1494  318.1264
  162.0000         0         0  239.2816  318.5460
  163.0000         0         0  239.4138  318.9655
  164.0000         0         0  239.5460  319.3851
  165.0000         0         0  239.6782  319.8046
  166.0000         0         0  239.8103  320.2241
  167.0000         0         0  239.9425  320.6437
  168.0000         0         0  240.0747  321.0632
  169.0000         0         0  240.2069  321.4828
  170.0000         0         0  240.3391  321.9023
  171.0000         0         0  240.4713  322.3218
  172.0000         0         0  240.6034  322.7414
  173.0000         0         0  240.7356  323.1609
  174.0000         0         0  240.8678  323.5805
  175.0000         0         0  241.0000  324.0000
         0    1.0000         0  188.0000  250.0000
         0    2.0000         0  188.3333  250.0111
         0    3.0000         0  188.6667  250.0222
         0    4.0000         0  189.0000  250.0333
         0    5.0000         0  189.3333  250.0444
         0    6.0000         0  189.6667  250.0556
         0    7.0000         0  190.0000  250.0667
         0    8.0000         0  190.3333  250.0778
         0    9.0000         0  190.6667  250.0889
         0   10.0000         0  191.0000  250.1000
         0   11.0000         0  191.3333  250.1111
         0   12.0000         0  191.6667  250.1222
         0   13.0000         0  192.0000  250.1333
         0   14.0000         0  192.3333  250.1444
         0   15.0000         0  192.6667  250.1556
         0   16.0000         0  193.0000  250.1667
         0   17.0000         0  193.3333  250.1778
         0   18.0000         0  193.6667  250.1889
         0   19.0000         0  194.0000  250.2000
         0   20.0000         0  194.3333  250.2111
         0   21.0000         0  194.6667  250.2222
         0   22.0000         0  195.0000  250.2333
         0   23.0000         0  195.3333  250.2444
         0   24.0000         0  195.6667  250.2556
         0   25.0000         0  196.0000  250.2667
         0   26.0000         0  196.3333  250.2778
         0   27.0000         0  196.6667  250.2889
         0   28.0000         0  197.0000  250.3000
         0   29.0000         0  197.3333  250.3111
         0   30.0000         0  197.6667  250.3222
         0   31.0000         0  198.0000  250.3333
         0   32.0000         0  198.3333  250.3444
         0   33.0000         0  198.6667  250.3556
         0   34.0000         0  199.0000  250.3667
         0   35.0000         0  199.3333  250.3778
         0   36.0000         0  199.6667  250.3889
         0   37.0000         0  200.0000  250.4000
         0   38.0000         0  200.3333  250.4111
         0   39.0000         0  200.6667  250.4222
         0   40.0000         0  201.0000  250.4333
         0   41.0000         0  201.3333  250.4444
         0   42.0000         0  201.6667  250.4556
         0   43.0000         0  202.0000  250.4667
         0   44.0000         0  202.3333  250.4778
         0   45.0000         0  202.6667  250.4889
         0   46.0000         0  203.0000  250.5000
         0   47.0000         0  203.3333  250.5111
         0   48.0000         0  203.6667  250.5222
         0   49.0000         0  204.0000  250.5333
         0   50.0000         0  204.3333  250.5444
         0   51.0000         0  204.6667  250.5556
         0   52.0000         0  205.0000  250.5667
         0   53.0000         0  205.3333  250.5778
         0   54.0000         0  205.6667  250.5889
         0   55.0000         0  206.0000  250.6000
         0   56.0000         0  206.3333  250.6111
         0   57.0000         0  206.6667  250.6222
         0   58.0000         0  207.0000  250.6333
         0   59.0000         0  207.3333  250.6444
         0   60.0000         0  207.6667  250.6556
         0   61.0000         0  208.0000  250.6667
         0   62.0000         0  208.3333  250.6778
         0   63.0000         0  208.6667  250.6889
         0   64.0000         0  209.0000  250.7000
         0   65.0000         0  209.3333  250.7111
         0   66.0000         0  209.6667  250.7222
         0   67.0000         0  210.0000  250.7333
         0   68.0000         0  210.3333  250.7444
         0   69.0000         0  210.6667  250.7556
         0   70.0000         0  211.0000  250.7667
         0   71.0000         0  211.3333  250.7778
         0   72.0000         0  211.6667  250.7889
         0   73.0000         0  212.0000  250.8000
         0   74.0000         0  212.3333  250.8111
         0   75.0000         0  212.6667  250.8222
         0   76.0000         0  213.0000  250.8333
         0   77.0000         0  213.3333  250.8444
         0   78.0000         0  213.6667  250.8556
         0   79.0000         0  214.0000  250.8667
         0   80.0000         0  214.3333  250.8778
         0   81.0000         0  214.6667  250.8889
         0   82.0000         0  215.0000  250.9000
         0   83.0000         0  215.3333  250.9111
         0   84.0000         0  215.6667  250.9222
         0   85.0000         0  216.0000  250.9333
         0   86.0000         0  216.3333  250.9444
         0   87.0000         0  216.6667  250.9556
         0   88.0000         0  217.0000  250.9667
         0   89.0000         0  217.3333  250.9778
         0   90.0000         0  217.6667  250.9889
         0   91.0000         0  218.0000  251.0000
  216.8943  265.7176         0  380.0000  321.0000
