	2.0000         0         0  218.1322  251.4195
    3.0000         0         0  218.2644  251.8391
    4.0000         0         0  218.3966  252.2586
    5.0000         0         0  218.5287  252.6782
    6.0000         0         0  218.6609  253.0977
    7.0000         0         0  218.7931  253.5172
    8.0000         0         0  218.9253  253.9368
    9.0000         0         0  219.0575  254.3563
   10.0000         0         0  219.1897  254.7759
   11.0000         0         0  219.3218  255.1954
   12.0000         0         0  219.4540  255.6149
   13.0000         0         0  219.5862  256.0345
   14.0000         0         0  219.7184  256.4540
   15.0000         0         0  219.8506  256.8736
   16.0000         0         0  219.9828  257.2931
   17.0000         0         0  220.1149  257.7126
   18.0000         0         0  220.2471  258.1322
   19.0000         0         0  220.3793  258.5517
   20.0000         0         0  220.5115  258.9713
   21.0000         0         0  220.6437  259.3908
   22.0000         0         0  220.7759  259.8103
   23.0000         0         0  220.9080  260.2299
   24.0000         0         0  221.0402  260.6494
   25.0000         0         0  221.1724  261.0690
   26.0000         0         0  221.3046  261.4885
   27.0000         0         0  221.4368  261.9080
   28.0000         0         0  221.5690  262.3276
   29.0000         0         0  221.7011  262.7471
   30.0000         0         0  221.8333  263.1667
   31.0000         0         0  221.9655  263.5862
   32.0000         0         0  222.0977  264.0057
   33.0000         0         0  222.2299  264.4253
   34.0000         0         0  222.3621  264.8448
   35.0000         0         0  222.4943  265.2644
   36.0000         0         0  222.6264  265.6839
   37.0000         0         0  222.7586  266.1034
   38.0000         0         0  222.8908  266.5230
   39.0000         0         0  223.0230  266.9425
   40.0000         0         0  223.1552  267.3621
   41.0000         0         0  223.2874  267.7816
   42.0000         0         0  223.4195  268.2011
   43.0000         0         0  223.5517  268.6207
   44.0000         0         0  223.6839  269.0402
   45.0000         0         0  223.8161  269.4598
   46.0000         0         0  223.9483  269.8793
   47.0000         0         0  224.0805  270.2989
   48.0000         0         0  224.2126  270.7184
   49.0000         0         0  224.3448  271.1379
   50.0000         0         0  224.4770  271.5575
   51.0000         0         0  224.6092  271.9770
   52.0000         0         0  224.7414  272.3966
   53.0000         0         0  224.8736  272.8161
   54.0000         0         0  225.0057  273.2356
   55.0000         0         0  225.1379  273.6552
   56.0000         0         0  225.2701  274.0747
   57.0000         0         0  225.4023  274.4943
   58.0000         0         0  225.5345  274.9138
   59.0000         0         0  225.6667  275.3333
   60.0000         0         0  225.7989  275.7529
   61.0000         0         0  225.9310  276.1724
